timestamp,symbol,exchange,bid_price,ask_price,last_price,bid_volume,ask_volume,trading_day,limit_up,limit_down,volume,open_interest
2026-08-05T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260805,3400,2600,10400,51040
2026-08-05T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260805,3400,2600,12400,56040
2026-08-05T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260805,3400,2600,10400,51040
2026-08-05T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260805,3400,2600,12400,56040
2026-08-05T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260805,3400,2600,10400,51040
2026-08-05T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260805,3400,2600,12400,56040
2026-08-06T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260806,3400,2600,10500,51050
2026-08-06T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260806,3400,2600,12500,56050
2026-08-06T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260806,3400,2600,10500,51050
2026-08-06T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260806,3400,2600,12500,56050
2026-08-06T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260806,3400,2600,10500,51050
2026-08-06T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260806,3400,2600,12500,56050
2026-08-06T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260806,3400,2600,10500,51050
2026-08-06T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260806,3400,2600,12500,56050
2026-08-06T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260806,3400,2600,10500,51050
2026-08-06T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260806,3400,2600,12500,56050
2026-08-07T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260807,3400,2600,10600,51060
2026-08-07T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260807,3400,2600,12600,56060
2026-08-07T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260807,3400,2600,10600,51060
2026-08-07T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260807,3400,2600,12600,56060
2026-08-07T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260807,3400,2600,10600,51060
2026-08-07T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260807,3400,2600,12600,56060
2026-08-07T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260807,3400,2600,10600,51060
2026-08-07T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260807,3400,2600,12600,56060
2026-08-07T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260807,3400,2600,10600,51060
2026-08-07T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260807,3400,2600,12600,56060
2026-08-08T09:05:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260808,3400,2600,10700,51070
2026-08-08T09:05:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260808,3400,2600,12700,56070
2026-08-08T09:06:00+08:00,m2609,DCE,3009.7,3010.7,3010.2,30,30,20260808,3400,2600,10700,51070
2026-08-08T09:06:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260808,3400,2600,12700,56070
2026-08-08T09:07:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260808,3400,2600,10700,51070
2026-08-08T09:07:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260808,3400,2600,12700,56070
2026-08-08T09:08:00+08:00,m2609,DCE,3019.5,3020.5,3020.0,30,30,20260808,3400,2600,10700,51070
2026-08-08T09:08:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260808,3400,2600,12700,56070
2026-08-08T09:09:00+08:00,m2609,DCE,3009.5,3010.5,3010.0,30,30,20260808,3400,2600,10700,51070
2026-08-08T09:09:00+08:00,m2701,DCE,2999.5,3000.5,3000.0,35,35,20260808,3400,2600,12700,56070
